Chr	bin	name	strand	Start	End	cdsStart	cdsEnd	exonCount	exonStarts	exonEnds	score	name2	cdsStartStat	cdsEndStat	exonFrames	ID	i.Start	i.End	Frequency	n_Sample	0	1	2	3	4	5	Type	Length	Check_gene
20	737	NM_016652	-	20015004	20036690	20016838	20036658	15	20015004,20017966,20018992,20020252,20021329,20022209,20022968,20024135,20025951,20028408,20028986,20029983,20031113,20032935,20036591,	20017006,20018215,20019094,20020492,20021410,20022269,20023160,20024306,20026130,20028575,20029145,20030075,20031266,20033402,20036690,	0	CRNKL1	cmpl	cmpl	0,0,0,0,0,0,0,0,1,2,2,0,0,1,0,	CNVR_54	20029733	20031516	734	367		3	731				Loss	1784	Has_gene
20																CNVR_55	20208642	20227109	367	367		1	366				Loss	18468	Non_gene
20	92	NM_020343	-	20370173	20693287	20377373	20693123	40	20370173,20377338,20392670,20453472,20475760,20483994,20486054,20491897,20493156,20501560,20505049,20505473,20506895,20512330,20516388,20517299,20527347,20552101,20552491,20553518,20563693,20565508,20569911,20571820,20582325,20585818,20591958,20596686,20599920,20601106,20610006,20616061,20618006,20620428,20621344,20624149,20634173,20656879,20661334,20693017,	20373897,20377378,20392792,20453600,20475919,20484150,20486178,20491969,20493928,20501744,20505187,20505542,20507006,20512439,20516447,20517428,20527476,20552257,20552590,20553712,20563870,20565599,20570009,20571958,20582490,20586056,20592070,20596835,20600058,20601274,20610234,20616261,20618145,20620544,20621522,20624193,20634231,20656932,20661445,20693287,	0	RALGAPA2	cmpl	cmpl	-1,1,2,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,	CNVR_56	20373423	20373922	367	367	9		358				Loss	500	Has_gene
20	92	NM_020343	-	20370173	20693287	20377373	20693123	40	20370173,20377338,20392670,20453472,20475760,20483994,20486054,20491897,20493156,20501560,20505049,20505473,20506895,20512330,20516388,20517299,20527347,20552101,20552491,20553518,20563693,20565508,20569911,20571820,20582325,20585818,20591958,20596686,20599920,20601106,20610006,20616061,20618006,20620428,20621344,20624149,20634173,20656879,20661334,20693017,	20373897,20377378,20392792,20453600,20475919,20484150,20486178,20491969,20493928,20501744,20505187,20505542,20507006,20512439,20516447,20517428,20527476,20552257,20552590,20553712,20563870,20565599,20570009,20571958,20582490,20586056,20592070,20596835,20600058,20601274,20610234,20616261,20618145,20620544,20621522,20624193,20634231,20656932,20661445,20693287,	0	RALGAPA2	cmpl	cmpl	-1,1,2,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,	CNVR_57	20377088	20392919	734	367	190		544				Loss	15832	Has_gene
20	92	NM_020343	-	20370173	20693287	20377373	20693123	40	20370173,20377338,20392670,20453472,20475760,20483994,20486054,20491897,20493156,20501560,20505049,20505473,20506895,20512330,20516388,20517299,20527347,20552101,20552491,20553518,20563693,20565508,20569911,20571820,20582325,20585818,20591958,20596686,20599920,20601106,20610006,20616061,20618006,20620428,20621344,20624149,20634173,20656879,20661334,20693017,	20373897,20377378,20392792,20453600,20475919,20484150,20486178,20491969,20493928,20501744,20505187,20505542,20507006,20512439,20516447,20517428,20527476,20552257,20552590,20553712,20563870,20565599,20570009,20571958,20582490,20586056,20592070,20596835,20600058,20601274,20610234,20616261,20618145,20620544,20621522,20624193,20634231,20656932,20661445,20693287,	0	RALGAPA2	cmpl	cmpl	-1,1,2,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,	CNVR_58	20483744	20592207	3670	367	1146		2523	1			Mixed	108464	Has_gene
20	92	NM_020343	-	20370173	20693287	20377373	20693123	40	20370173,20377338,20392670,20453472,20475760,20483994,20486054,20491897,20493156,20501560,20505049,20505473,20506895,20512330,20516388,20517299,20527347,20552101,20552491,20553518,20563693,20565508,20569911,20571820,20582325,20585818,20591958,20596686,20599920,20601106,20610006,20616061,20618006,20620428,20621344,20624149,20634173,20656879,20661334,20693017,	20373897,20377378,20392792,20453600,20475919,20484150,20486178,20491969,20493928,20501744,20505187,20505542,20507006,20512439,20516447,20517428,20527476,20552257,20552590,20553712,20563870,20565599,20570009,20571958,20582490,20586056,20592070,20596835,20600058,20601274,20610234,20616261,20618145,20620544,20621522,20624193,20634231,20656932,20661445,20693287,	0	RALGAPA2	cmpl	cmpl	-1,1,2,0,0,0,2,2,1,0,0,0,0,2,0,0,0,0,0,1,1,0,1,1,1,0,2,0,0,0,0,1,0,1,0,1,0,1,1,0,	CNVR_59	20609756	20621593	1468	367	306		1162				Loss	11838	Has_gene
20	93	NM_001317960	+	21284135	21370463	21284176	21369976	30	21284135,21306916,21307127,21309196,21311118,21311253,21312198,21312405,21312920,21314181,21314341,21314574,21314715,21319681,21321358,21324727,21327052,21328783,21328978,21330026,21335426,21336717,21337223,21338373,21346058,21346210,21349100,21362631,21367505,21369910,	21284485,21307044,21307239,21309308,21311177,21311343,21312271,21312456,21313078,21314256,21314475,21314632,21314823,21319726,21321490,21324846,21327188,21328891,21329068,21330099,21335510,21336815,21337303,21338430,21346127,21346342,21349228,21362695,21367644,21370463,	0	XRN2	cmpl	cmpl	0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,2,2,2,2,1,2,0,	CNVR_60	21306666	21307489	367	367		2	365				Loss	824	Has_gene
20	93	NM_001317960	+	21284135	21370463	21284176	21369976	30	21284135,21306916,21307127,21309196,21311118,21311253,21312198,21312405,21312920,21314181,21314341,21314574,21314715,21319681,21321358,21324727,21327052,21328783,21328978,21330026,21335426,21336717,21337223,21338373,21346058,21346210,21349100,21362631,21367505,21369910,	21284485,21307044,21307239,21309308,21311177,21311343,21312271,21312456,21313078,21314256,21314475,21314632,21314823,21319726,21321490,21324846,21327188,21328891,21329068,21330099,21335510,21336815,21337303,21338430,21346127,21346342,21349228,21362695,21367644,21370463,	0	XRN2	cmpl	cmpl	0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,2,2,2,2,1,2,0,	CNVR_61	21310868	21325096	1835	367		11	1823			1	Loss	14229	Has_gene
20	93	NM_001317960	+	21284135	21370463	21284176	21369976	30	21284135,21306916,21307127,21309196,21311118,21311253,21312198,21312405,21312920,21314181,21314341,21314574,21314715,21319681,21321358,21324727,21327052,21328783,21328978,21330026,21335426,21336717,21337223,21338373,21346058,21346210,21349100,21362631,21367505,21369910,	21284485,21307044,21307239,21309308,21311177,21311343,21312271,21312456,21313078,21314256,21314475,21314632,21314823,21319726,21321490,21324846,21327188,21328891,21329068,21330099,21335510,21336815,21337303,21338430,21346127,21346342,21349228,21362695,21367644,21370463,	0	XRN2	cmpl	cmpl	0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,2,2,2,2,1,2,0,	CNVR_62	21329776	21330275	367	367		1	366				Loss	500	Has_gene
20	93	NM_001317960	+	21284135	21370463	21284176	21369976	30	21284135,21306916,21307127,21309196,21311118,21311253,21312198,21312405,21312920,21314181,21314341,21314574,21314715,21319681,21321358,21324727,21327052,21328783,21328978,21330026,21335426,21336717,21337223,21338373,21346058,21346210,21349100,21362631,21367505,21369910,	21284485,21307044,21307239,21309308,21311177,21311343,21312271,21312456,21313078,21314256,21314475,21314632,21314823,21319726,21321490,21324846,21327188,21328891,21329068,21330099,21335510,21336815,21337303,21338430,21346127,21346342,21349228,21362695,21367644,21370463,	0	XRN2	cmpl	cmpl	0,0,2,0,1,0,0,1,1,0,0,2,0,0,0,0,2,0,0,0,1,1,0,2,2,2,2,1,2,0,	CNVR_63	21336467	21338622	367	367		1	366				Loss	2156	Has_gene
20	748	NM_002509	-	21491659	21494702	21492560	21494307	2	21491659,21494048,	21493123,21494702,	0	NKX2-2	cmpl	cmpl	1,0,	CNVR_64	21492409	21494797	734	367		3	731				Loss	2389	Has_gene
20	760	NM_001052	+	23015948	23019874	23016120	23017287	1	23015948,	23019874,	0	SSTR4	cmpl	cmpl	0,	CNVR_65	23017306	23067211	367	367			366	1			Gain	49906	Has_gene
20	760	NM_000361	-	23026269	23030309	23028413	23030141	1	23026269,	23030309,	0	THBD	cmpl	cmpl	0,	CNVR_65	23017306	23067211	367	367			366	1			Gain	49906	Has_gene
20	760	NM_012072	-	23059996	23066961	23064586	23066829	2	23059996,23064895,	23064611,23066961,	0	CD93	cmpl	cmpl	2,0,	CNVR_65	23017306	23067211	367	367			366	1			Gain	49906	Has_gene
20	763	NM_001283018	-	23355155	23402156	23358012	23402039	11	23355155,23360081,23360503,23361849,23370582,23370845,23375558,23375775,23377708,23383629,23401941,	23358123,23360132,23360572,23361954,23370667,23370901,23375636,23375822,23377837,23383709,23402156,	0	NAPB	cmpl	cmpl	0,0,0,0,2,0,0,1,1,2,0,	CNVR_66	23359831	23371151	1101	367		5	1096				Loss	11321	Has_gene
20	763	NM_001283018	-	23355155	23402156	23358012	23402039	11	23355155,23360081,23360503,23361849,23370582,23370845,23375558,23375775,23377708,23383629,23401941,	23358123,23360132,23360572,23361954,23370667,23370901,23375636,23375822,23377837,23383709,23402156,	0	NAPB	cmpl	cmpl	0,0,0,0,2,0,0,1,1,2,0,	CNVR_67	23377458	23377957	367	367		8	359				Loss	500	Has_gene
20	767	NM_178312	-	23965689	23967512	23965852	23967248	6	23965689,23966303,23966498,23966712,23967072,23967413,	23965999,23966417,23966611,23966840,23967282,23967512,	0	GGTLC1	cmpl	cmpl	0,0,1,2,0,-1,	CNVR_68	23965939	23967762	367	367		1	366				Loss	1824	Has_gene
20	96	NM_001323607	+	24450441	24647253	24523733	24646140	4	24450441,24523655,24565491,24645981,	24450561,24524213,24565629,24647253,	0	SYNDIG1	cmpl	cmpl	-1,0,0,0,	CNVR_69	24523905	24524404	367	367		2	365				Loss	500	Has_gene
20	775	NM_003650	+	24929904	24940564	24930141	24940348	4	24929904,24937922,24939563,24940270,	24930211,24938095,24939680,24940564,	0	CST7	cmpl	cmpl	0,1,0,0,	CNVR_70	24929654	24930461	367	367		1	366				Loss	808	Has_gene
20	777	NM_001322378	+	25176548	25208711	25187172	25206233	15	25176548,25187157,25187711,25190484,25193898,25195502,25196311,25197283,25198137,25199185,25201867,25203473,25204736,25205840,25206134,	25176890,25187226,25188033,25190561,25194042,25195578,25196347,25197372,25198217,25199250,25201969,25203614,25204793,25205953,25208711,	0	ENTPD6	cmpl	cmpl	-1,0,0,1,0,0,1,1,0,2,1,1,1,1,0,	CNVR_71	25198935	25199434	367	367		12	355				Loss	500	Has_gene
20	97	NM_001042472	-	25280849	25371471	25281480	25371339	13	25280849,25282854,25284185,25287468,25288601,25289092,25290081,25295560,25297683,25300834,25303960,25319862,25371148,	25281520,25282982,25284264,25287551,25288681,25289130,25290211,25295606,25297714,25300954,25304066,25319987,25371471,	0	ABHD12	cmpl	cmpl	2,0,2,0,1,2,1,0,2,2,1,2,0,	CNVR_72	25287218	25287717	367	367			365		2		Gain	500	Has_gene
20	97	NM_001042472	-	25280849	25371471	25281480	25371339	13	25280849,25282854,25284185,25287468,25288601,25289092,25290081,25295560,25297683,25300834,25303960,25319862,25371148,	25281520,25282982,25284264,25287551,25288681,25289130,25290211,25295606,25297714,25300954,25304066,25319987,25371471,	0	ABHD12	cmpl	cmpl	2,0,2,0,1,2,1,0,2,2,1,2,0,	CNVR_73	25320112	25320237	367	367	9		358				Loss	126	Has_gene
20	97	NR_134574	+	25388318	25429191	25429191	25429191	8	25388318,25394425,25397739,25398740,25400319,25405846,25422337,25426558,	25388531,25394490,25397838,25398831,25400441,25405963,25422412,25429191,	0	GINS1	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_74	25405596	25422586	367	367		2	365				Loss	16991	Has_gene
20	781	NR_135006	+	25731843	25736686	25736686	25736686	2	25731843,25733198,	25731974,25736686,	0	LOC105372582	unk	unk	-1,-1,	CNVR_75	25733446	25829551	1468	367	3	6	1456			3	Loss	96106	Has_gene
20	781	NR_135512	+	25733196	25733490	25733490	25733490	1	25733196,	25733490,	0	NCOR1P4	unk	unk	-1,	CNVR_75	25733446	25829551	1468	367	3	6	1456			3	Loss	96106	Has_gene
20	781	NR_027061	-	25744088	25776744	25776744	25776744	5	25744088,25745529,25755745,25767380,25776680,	25744340,25745637,25755948,25767624,25776744,	0	FAM182B	unk	unk	-1,-1,-1,-1,-1,	CNVR_75	25733446	25829551	1468	367	3	6	1456			3	Loss	96106	Has_gene
20	782	NR_110001	-	25825302	25834657	25834657	25834657	3	25825302,25831872,25832733,	25829584,25831948,25834657,	0	LOC101926935	unk	unk	-1,-1,-1,	CNVR_75	25733446	25829551	1468	367	3	6	1456			3	Loss	96106	Has_gene
20	783	NR_026713	+	26035249	26067553	26067553	26067553	5	26035249,26049552,26054405,26061799,26063529,	26035721,26049840,26054505,26062026,26067553,	0	FAM182A	unk	unk	-1,-1,-1,-1,-1,	CNVR_76	26061549	26063778	367	367	47		320				Loss	2230	Has_gene
20	101	NR_003579	+	29611839	29634011	29634011	29634011	8	29611839,29614260,29623128,29625872,29628226,29631537,29632610,29633897,	29612101,29614327,29623254,29625984,29628331,29631629,29632721,29634011,	0	FRG1BP	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_77	29611589	29634146	1101	367		6	1092		3		Mixed	22558	Has_gene
20	101	NR_132316	+	29612047	29628331	29628331	29628331	6	29612047,29614260,29623128,29624034,29625872,29628226,	29612113,29614327,29623254,29624091,29625984,29628331,	0	FRG1DP	unk	unk	-1,-1,-1,-1,-1,-1,	CNVR_77	29611589	29634146	1101	367		6	1092		3		Mixed	22558	Has_gene
20	813	NM_001037731	-	29891014	29896388	29891014	29896388	2	29891014,29896321,	29891256,29896388,	0	DEFB116	cmpl	cmpl	1,0,	CNVR_78	29890764	29896570	734	367	244		490				Loss	5807	Has_gene
20	813	NM_001171832	-	29992647	30000641	29992715	30000446	2	29992647,30000424,	29992888,30000641,	0	DEFB121	cmpl	cmpl	1,0,	CNVR_79	29993647	29994268	367	367			366			1	Gain	622	Has_gene
20	101	NM_001322242	-	30252260	30310303	30253751	30310021	3	30252260,30309457,30310219,	30253889,30310133,30310303,	0	BCL2L1	cmpl	cmpl	0,0,-1,	CNVR_80	30310059	30385568	734	367		3	731				Loss	75510	Has_gene
20	816	NR_131907	+	30309309	30311212	30311212	30311212	1	30309309,	30311212,	0	ABALON	unk	unk	-1,	CNVR_80	30310059	30385568	734	367		3	731				Loss	75510	Has_gene
20	816	NM_012112	+	30327092	30389603	30345279	30388883	18	30327092,30330343,30345209,30347859,30354358,30358145,30359362,30363669,30365289,30366615,30370051,30371507,30380537,30381650,30382204,30385206,30386167,30388772,	30327424,30330450,30345385,30347982,30354485,30358274,30359485,30363791,30365441,30366787,30370193,30371724,30380633,30381827,30382351,30385318,30386355,30389603,	0	TPX2	cmpl	cmpl	-1,-1,0,1,1,2,2,2,1,0,1,2,0,0,0,0,1,0,	CNVR_80	30310059	30385568	734	367		3	731				Loss	75510	Has_gene
20																CNVR_81	30435689	30438663	367	367	9		358				Loss	2975	Non_gene
20	819	NM_002657	-	30780306	30795546	30784254	30789981	3	30780306,30789721,30795443,	30785485,30790095,30795546,	0	PLAGL2	cmpl	cmpl	2,0,-1,	CNVR_82	30789971	30796114	367	367	11		356				Loss	6144	Has_gene
20	102	NM_015352	+	30795682	30826461	30795744	30822464	7	30795682,30797873,30803071,30804411,30816065,30818621,30822275,	30795868,30797995,30803254,30804524,30816258,30818864,30826461,	0	POFUT1	cmpl	cmpl	0,1,0,0,2,0,0,	CNVR_82	30789971	30796114	367	367	11		356				Loss	6144	Has_gene
20	102	NM_001099339	-	31290502	31331273	31291183	31331197	9	31290502,31291824,31292241,31292615,31294384,31294505,31315699,31315895,31331113,	31291260,31291873,31292291,31292706,31294422,31294562,31315802,31315946,31331273,	0	COMMD7	cmpl	cmpl	1,0,1,0,1,1,0,0,0,	CNVR_83	31315449	31316199	367	367	177		190				Loss	751	Has_gene
20	824	NM_012325	+	31407759	31438211	31413733	31436534	7	31407759,31413730,31421522,31424439,31427540,31434423,31436477,	31407834,31413854,31421668,31424647,31427662,31434576,31438211,	0	MAPRE1	cmpl	cmpl	-1,0,1,0,1,0,0,	CNVR_84	31413480	31437226	367	367		1	366				Loss	23747	Has_gene
20	827	NM_080574	+	31755964	31769218	31756951	31768366	9	31755964,31756936,31760737,31761884,31763212,31765952,31767409,31768325,31769029,	31756015,31757108,31760882,31761992,31763365,31766034,31767473,31768403,31769218,	0	BPIFA2	cmpl	cmpl	-1,0,1,2,2,2,0,1,-1,	CNVR_85	31755714	31756213	367	367	9		358				Loss	500	Has_gene
20	827	NR_026760	+	31781410	31798268	31798268	31798268	9	31781410,31786003,31787120,31789337,31790317,31792928,31793626,31795506,31797844,	31781447,31786117,31787268,31789442,31790467,31793009,31793690,31795586,31798268,	0	BPIFA4P	unk	unk	-1,-1,-1,-1,-1,-1,-1,-1,-1,	CNVR_86	31786870	31793177	1101	367	104		995			2	Loss	6308	Has_gene
20	827	NM_001042439	+	31805115	31815612	31805342	31815423	6	31805115,31811616,31812903,31814211,31814735,31815343,	31805469,31811767,31813053,31814296,31814799,31815612,	0	BPIFA3	cmpl	cmpl	0,1,2,2,0,1,	CNVR_87	31813961	31814460	367	367		1	366				Loss	500	Has_gene
20	831	NM_031232	-	32244892	32262234	32245634	32262158	12	32244892,32245747,32246282,32246527,32247302,32247690,32248064,32257180,32257492,32258489,32260203,32262029,	32245663,32245839,32246360,32246640,32247538,32247809,32248201,32257278,32257518,32258598,32260228,32262234,	0	NECAB3	cmpl	cmpl	1,2,2,0,1,2,0,1,2,1,0,0,	CNVR_88	32245706	32248436	1468	367	442		1026				Loss	2731	Has_gene
20	831	NM_183397	-	32290564	32308116	32295735	32308013	3	32290564,32302479,32307900,	32295775,32302542,32308116,	0	PXMP4	cmpl	cmpl	2,2,0,	CNVR_89	32307650	32319814	734	367		19	712			3	Loss	12165	Has_gene
20	103	NM_001282935	+	32319565	32380075	32328749	32379323	14	32319565,32328707,32336728,32340977,32344953,32346521,32349667,32354656,32357889,32369096,32371537,32376668,32377323,32378793,	32319858,32328818,32336878,32341229,32345149,32346612,32349861,32354847,32358098,32369193,32371670,32376780,32377394,32380075,	0	ZNF341	cmpl	cmpl	-1,0,0,0,0,1,2,1,0,2,0,1,2,1,	CNVR_89	32307650	32319814	734	367		19	712			3	Loss	12165	Has_gene
20	103	NM_001282935	+	32319565	32380075	32328749	32379323	14	32319565,32328707,32336728,32340977,32344953,32346521,32349667,32354656,32357889,32369096,32371537,32376668,32377323,32378793,	32319858,32328818,32336878,32341229,32345149,32346612,32349861,32354847,32358098,32369193,32371670,32376780,32377394,32380075,	0	ZNF341	cmpl	cmpl	-1,0,0,0,0,1,2,1,0,2,0,1,2,1,	CNVR_90	32328457	32328956	367	367			366	1			Gain	500	Has_gene
20	103	NM_001282935	+	32319565	32380075	32328749	32379323	14	32319565,32328707,32336728,32340977,32344953,32346521,32349667,32354656,32357889,32369096,32371537,32376668,32377323,32378793,	32319858,32328818,32336878,32341229,32345149,32346612,32349861,32354847,32358098,32369193,32371670,32376780,32377394,32380075,	0	ZNF341	cmpl	cmpl	-1,0,0,0,0,1,2,1,0,2,0,1,2,1,	CNVR_91	32378543	32379542	734	367		7	727				Loss	1000	Has_gene
20	832	NR_110623	-	32375178	32398905	32398905	32398905	4	32375178,32383319,32385723,32398845,	32375583,32383422,32385801,32398905,	0	ZNF341-AS1	unk	unk	-1,-1,-1,-1,	CNVR_91	32378543	32379542	734	367		7	727				Loss	1000	Has_gene
20	834	NM_001316363	-	32676114	32700049	32677535	32699916	9	32676114,32678322,32681480,32684462,32685221,32686303,32691267,32693173,32699901,	32677711,32678408,32681537,32684611,32685322,32686430,32691371,32693351,32700049,	0	EIF2S2	cmpl	cmpl	1,2,2,0,1,0,1,0,0,	CNVR_92	32678072	32691516	734	367		4	730				Loss	13445	Has_gene
20	104	NM_001257138	+	32951078	33099578	33000438	33095599	24	32951078,32957199,32981596,33000320,33001547,33012285,33026278,33027959,33030012,33033091,33037215,33045194,33049897,33057852,33059248,33065576,33067434,33068403,33068870,33077070,33077626,33080305,33092135,33095499,	32951155,32957276,32981687,33000445,33001685,33012331,33026436,33028149,33030108,33033266,33037285,33045279,33050026,33057925,33059320,33065665,33067594,33068537,33069011,33077191,33077731,33080402,33092208,33099578,	0	ITCH	cmpl	cmpl	-1,-1,-1,0,1,1,2,1,2,2,0,1,2,2,0,0,2,0,2,2,0,0,1,2,	CNVR_93	32996206	33012534	367	367		1	366				Loss	16329	Has_gene
20	104	NM_001257138	+	32951078	33099578	33000438	33095599	24	32951078,32957199,32981596,33000320,33001547,33012285,33026278,33027959,33030012,33033091,33037215,33045194,33049897,33057852,33059248,33065576,33067434,33068403,33068870,33077070,33077626,33080305,33092135,33095499,	32951155,32957276,32981687,33000445,33001685,33012331,33026436,33028149,33030108,33033266,33037285,33045279,33050026,33057925,33059320,33065665,33067594,33068537,33069011,33077191,33077731,33080402,33092208,33099578,	0	ITCH	cmpl	cmpl	-1,-1,-1,0,1,1,2,1,2,2,0,1,2,2,0,0,2,0,2,2,0,0,1,2,	CNVR_94	33036965	33095748	1468	367		10	1458				Loss	58784	Has_gene
20	837	NR_030374	+	33054129	33054223	33054223	33054223	1	33054129,	33054223,	0	MIR644A	unk	unk	-1,	CNVR_94	33036965	33095748	1468	367		10	1458				Loss	58784	Has_gene
20	104	NM_080476	-	33148345	33264896	33148669	33264889	12	33148345,33162907,33169351,33173240,33176256,33203845,33222418,33225679,33231967,33233078,33244983,33264759,	33148783,33163050,33169476,33173384,33176411,33203943,33222519,33225789,33232030,33233138,33245048,33264896,	0	PIGU	cmpl	cmpl	0,1,2,2,0,1,2,0,0,0,1,0,	CNVR_95	33231717	33245232	367	367		1	366				Loss	13516	Has_gene
20	839	NM_001242539	-	33302577	33370207	33303125	33370158	12	33302577,33315062,33320362,33324493,33334610,33337205,33342524,33345022,33346607,33356266,33364095,33369923,	33303169,33315211,33320399,33324562,33334732,33338322,33342671,33345907,33346736,33356389,33364251,33370207,	0	NCOA6	cmpl	cmpl	1,2,1,1,2,1,1,1,1,1,1,0,	CNVR_96	33364345	33370457	367	367		2	365				Loss	6113	Has_gene
20	839	NR_002165	-	33421377	33422265	33422265	33422265	1	33421377,	33422265,	0	HMGB3P1	unk	unk	-1,	CNVR_97	33421127	33422515	367	367		1	366				Loss	1389	Has_gene
20	840	NM_001076552	+	33464327	33515769	33464448	33515017	19	33464327,33470596,33500898,33501195,33501555,33501898,33502125,33503020,33507237,33508341,33508808,33509132,33509346,33509588,33511125,33513500,33513907,33514679,33514889,	33464626,33470792,33500990,33501299,33501628,33501974,33502240,33503059,33507375,33508512,33508942,33509265,33509403,33509669,33511234,33513569,33514084,33514754,33515769,	0	ACSS2	cmpl	cmpl	0,1,2,1,0,1,2,0,0,0,0,2,0,0,0,1,1,1,1,	CNVR_98	33501764	33502049	367	367			364			3	Gain	286	Has_gene
20	840	NM_001076552	+	33464327	33515769	33464448	33515017	19	33464327,33470596,33500898,33501195,33501555,33501898,33502125,33503020,33507237,33508341,33508808,33509132,33509346,33509588,33511125,33513500,33513907,33514679,33514889,	33464626,33470792,33500990,33501299,33501628,33501974,33502240,33503059,33507375,33508512,33508942,33509265,33509403,33509669,33511234,33513569,33514084,33514754,33515769,	0	ACSS2	cmpl	cmpl	0,1,2,1,0,1,2,0,0,0,0,2,0,0,0,1,1,1,1,	CNVR_99	33513250	33513738	367	367			365			2	Gain	489	Has_gene
20	1	NM_020884	+	33543670	33590240	33563297	33589991	45	33543670,33545900,33563202,33565434,33565736,33567192,33567463,33568380,33568835,33570261,33572494,33572656,33572868,33573902,33574688,33574951,33575359,33575567,33575894,33577542,33577816,33578036,33578540,33578806,33580904,33581136,33581948,33583138,33584148,33584415,33584885,33585053,33586097,33586313,33586521,33586858,33587373,33587593,33588095,33588570,33588790,33589047,33589233,33589750,33589979,	33543810,33546015,33563302,33565483,33565899,33567299,33567607,33568537,33568863,33570358,33572518,33572749,33572932,33574001,33574792,33575090,33575478,33575717,33576065,33577722,33577949,33578113,33578628,33578924,33581028,33581273,33582204,33583381,33584325,33584561,33584976,33585443,33586224,33586432,33586718,33587208,33587498,33587709,33588492,33588696,33588961,33589152,33589329,33589888,33590240,	0	MYH7B	cmpl	cmpl	-1,-1,0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,2,0,0,0,2,0,0,1,0,2,1,0,2,0,0,0,0,0,0,	CNVR_100	33566942	33577992	2569	367		33	2532	4			Mixed	11051	Has_gene
20	1	NM_020884	+	33543670	33590240	33563297	33589991	45	33543670,33545900,33563202,33565434,33565736,33567192,33567463,33568380,33568835,33570261,33572494,33572656,33572868,33573902,33574688,33574951,33575359,33575567,33575894,33577542,33577816,33578036,33578540,33578806,33580904,33581136,33581948,33583138,33584148,33584415,33584885,33585053,33586097,33586313,33586521,33586858,33587373,33587593,33588095,33588570,33588790,33589047,33589233,33589750,33589979,	33543810,33546015,33563302,33565483,33565899,33567299,33567607,33568537,33568863,33570358,33572518,33572749,33572932,33574001,33574792,33575090,33575478,33575717,33576065,33577722,33577949,33578113,33578628,33578924,33581028,33581273,33582204,33583381,33584325,33584561,33584976,33585443,33586224,33586432,33586718,33587208,33587498,33587709,33588492,33588696,33588961,33589152,33589329,33589888,33590240,	0	MYH7B	cmpl	cmpl	-1,-1,0,2,0,1,0,0,1,2,0,0,0,1,1,0,1,0,0,0,0,1,0,1,2,0,2,0,0,0,2,0,0,1,0,2,1,0,2,0,0,0,0,0,0,	CNVR_101	33578718	33590433	1468	367		18	1443	7			Mixed	11716	Has_gene
20	841	NM_199368	-	33590206	33680618	33590948	33680584	19	33590206,33591212,33592260,33593497,33594237,33595352,33596466,33597989,33600810,33603810,33608992,33622925,33632307,33637668,33642778,33645316,33657098,33665848,33680416,	33591086,33591419,33592373,33593606,33594378,33595443,33596550,33598091,33600869,33603942,33609135,33623111,33632515,33637797,33642834,33645374,33657215,33665977,33680618,	0	TRPC4AP	cmpl	cmpl	0,0,1,0,0,2,2,2,0,0,1,1,0,0,1,0,0,0,0,	CNVR_101	33578718	33590433	1468	367		18	1443	7			Mixed	11716	Has_gene
20	841	NM_199368	-	33590206	33680618	33590948	33680584	19	33590206,33591212,33592260,33593497,33594237,33595352,33596466,33597989,33600810,33603810,33608992,33622925,33632307,33637668,33642778,33645316,33657098,33665848,33680416,	33591086,33591419,33592373,33593606,33594378,33595443,33596550,33598091,33600869,33603942,33609135,33623111,33632515,33637797,33642834,33645374,33657215,33665977,33680618,	0	TRPC4AP	cmpl	cmpl	0,0,1,0,0,2,2,2,0,0,1,1,0,0,1,0,0,0,0,	CNVR_102	33656848	33657465	367	367		1	366				Loss	618	Has_gene
20	842	NM_001145025	-	33703166	33735139	33703235	33735061	10	33703166,33706400,33711692,33714053,33719444,33722540,33725682,33730175,33732781,33734954,	33703736,33706522,33711837,33714178,33719586,33722752,33725808,33730281,33732821,33735139,	0	EDEM2	cmpl	cmpl	0,1,0,1,0,1,1,0,2,0,	CNVR_103	33734877	33764874	734	367			731	3			Gain	29998	Has_gene
