CONTIG	START	END	LOG2_COPY_RATIO
chr20	20055582	20056016	1.009777499
chr20	20056017	20056509	1.198144279
chr20	20071237	20071736	0.959204902
chr20	20071737	20071870	1.372761569
chr20	20079048	20079547	0.990377507
chr20	20079548	20079708	1.055809072
chr20	20123250	20123749	1.077505721
chr20	20139763	20140262	0.83682313
chr20	20140263	20140338	1.488349672
chr20	20144443	20144942	0.944701312
chr20	20144943	20145122	0.950874888
chr20	20146790	20147289	0.91130185
chr20	20149714	20150213	0.997849436
chr20	20168323	20168822	0.985328465
chr20	20168823	20168950	1.068867595
chr20	20171735	20172234	0.939530917
chr20	20176963	20177462	0.89465209
chr20	20177463	20177670	-0.12944026
chr20	20180161	20180660	1.074455697
chr20	20180661	20180796	1.519272894
chr20	20208642	20209141	0.915021899
chr20	20209142	20209270	0.815354026
chr20	20226510	20227009	0.910858047
chr20	20227010	20227109	1.013161213
chr20	20231988	20232487	0.947787006
chr20	20232488	20232657	1.014040673
chr20	20243349	20243848	0.948815479
chr20	20243849	20244024	0.984628514
chr20	20257559	20258058	1.019311625
chr20	20258059	20258352	0.999157362
chr20	20269002	20269501	1.037149654
chr20	20269502	20269830	1.234178389
chr20	20270693	20271192	0.920493065
chr20	20278574	20279073	1.045893915
chr20	20279074	20279280	1.030504903
chr20	20322224	20322723	0.937813274
chr20	20340603	20341102	0.972340528
chr20	20341103	20341590	1.101697094
chr20	20349997	20350496	1.596943983
chr20	20373423	20373922	3.758499787
chr20	20377088	20377587	2.532748597
chr20	20392420	20392919	-4.586356116
chr20	20453222	20453721	3.736654611
chr20	20475510	20476009	6.074576908
chr20	20483744	20484243	6.266593912
chr20	20485804	20486303	2.560297521
chr20	20491647	20492146	1.40238012
chr20	20492906	20493405	1.691527242
chr20	20493406	20493905	-3.177774778
chr20	20501310	20501809	-3.904617571
chr20	20504799	20505298	3.183990691
chr20	20505331	20505792	2.760159247
chr20	20506645	20507144	3.295982445
chr20	20512080	20512579	4.61172099
chr20	20517049	20517548	6.498016702
chr20	20527097	20527596	4.336659205
chr20	20551851	20552350	5.923871599
chr20	20552375	20552840	7.420689663
chr20	20553268	20553767	7.797065564
chr20	20563443	20563942	4.229603978
chr20	20565258	20565757	#NUM!
chr20	20569661	20570160	5.939236573
chr20	20571570	20572069	2.988883062
chr20	20582075	20582574	7.611394727
chr20	20585568	20586067	4.342157885
chr20	20591708	20592207	6.696382556
chr20	20599670	20600169	4.097336077
chr20	20600856	20601355	3.737072582
chr20	20609756	20610255	2.43479281
chr20	20615811	20616310	-4.995591735
chr20	20617756	20618255	4.343838334
chr20	20620178	20620677	1.662025471
chr20	20621094	20621593	2.568286697
chr20	20656629	20657128	#NUM!
chr20	20661084	20661583	3.39564817
chr20	20692767	20693266	-0.909051789
chr20	21116780	21117279	6.697248286
chr20	21142261	21142760	3.113148422
chr20	21142761	21143260	2.205490506
chr20	21143320	21143819	1.844847272
chr20	21185879	21186378	5.781560725
chr20	21194922	21195421	7.026810551
chr20	21195970	21196469	7.291612654
chr20	21209398	21209897	1.985397044
chr20	21213121	21213620	4.67837778
chr20	21224632	21225131	5.821836743
chr20	21226866	21227365	6.358371283
chr20	21283718	21284123	0.914902868
chr20	21306666	21307085	0.912739946
chr20	21307086	21307489	1.16741397
chr20	21308946	21309445	1.003920342
chr20	21310868	21311215	0.775994352
chr20	21311216	21311593	0.780338327
chr20	21311948	21312338	0.989232458
chr20	21312339	21312688	1.08922699
chr20	21312689	21313188	0.906438217
chr20	21313189	21313328	1.392486091
chr20	21313931	21314298	1.164511169
chr20	21314299	21314524	1.024256057
chr20	21314525	21314673	1.020221771
chr20	21314674	21315073	1.08772589
chr20	21319431	21319930	0.728406531
chr20	21321108	21321607	1.1934238
chr20	21321608	21321740	1.514711679
chr20	21324477	21324976	0.948213948
chr20	21324977	21325096	1.01791296
chr20	21326802	21327301	1.112165817
chr20	21327302	21327438	0.979270945
chr20	21328533	21328934	1.085366387
chr20	21328935	21329318	1.162893843
chr20	21329776	21330275	1.199484535
chr20	21335176	21335675	0.975969713
chr20	21336467	21336966	0.85584822
chr20	21336967	21337019	0.429736616
chr20	21337020	21337519	0.90918407
chr20	21338123	21338622	0.962840433
chr20	21345808	21346168	0.722017672
chr20	21346169	21346592	1.141708671
chr20	21348850	21349349	0.988039102
chr20	21362381	21362880	0.778213028
chr20	21367255	21367754	1.205981631
chr20	21367755	21367894	1.272154008
chr20	21369660	21370159	1.009098786
chr20	21376754	21377253	0.03666872
chr20	21492409	21492908	0.796446475
chr20	21492909	21493373	1.225617779
chr20	21493798	21494297	0.929102836
chr20	21494298	21494797	1.200260596
chr20	21686546	21686855	1.540840144
chr20	21686856	21687355	1.227968872
chr20	21687356	21687855	1.41018371
chr20	21688945	21689444	0.900725348
chr20	21689609	21690108	0.841551287
chr20	21694858	21695357	0.502504404
chr20	21695358	21695857	0.777329937
chr20	22561885	22562384	1.591205412
chr20	22562385	22562884	0.819272929
chr20	22562885	22563384	0.76487283
chr20	22563385	22563884	1.617041379
chr20	22564579	22565078	0.926022672
chr20	23015806	23016305	1.671049503
chr20	23016306	23016805	0.642449144
chr20	23016806	23017305	0.884687387
chr20	23017306	23017564	3.068412966
chr20	23028019	23028518	1.579068269
chr20	23028519	23029018	1.184761328
chr20	23029019	23029518	1.099679371
chr20	23029519	23030018	0.622073004
chr20	23064246	23064745	1.02807757
chr20	23064754	23065253	0.857982003
chr20	23065254	23065753	0.813431978
chr20	23065754	23066253	0.912537846
chr20	23066254	23066753	0.923714647
chr20	23066754	23067211	0.781428902
chr20	23334367	23334866	1.183549225
chr20	23334867	23335366	0.942336669
chr20	23344749	23345248	1.067283028
chr20	23345249	23345748	0.977818879
chr20	23345749	23346248	1.094244666
chr20	23346249	23346634	0.922101413
chr20	23347389	23347888	0.919571712
chr20	23349148	23349647	1.06018578
chr20	23349648	23349816	1.698401853
chr20	23349970	23350469	1.112608968
chr20	23350470	23350552	1.387428761
chr20	23350553	23351052	1.184011039
chr20	23351053	23351552	0.985367597
chr20	23357405	23357904	1.134483538
chr20	23357905	23358373	1.094369713
chr20	23359831	23360317	1.065848458
chr20	23360318	23360817	0.881246072
chr20	23361599	23362098	1.10276083
chr20	23370332	23370756	1.160415881
chr20	23370757	23371151	1.038488161
chr20	23375308	23375705	0.998740325
chr20	23375706	23376072	0.962265496
chr20	23377458	23377957	1.189132287
chr20	23383379	23383878	0.871025937
chr20	23401691	23402190	0.859765707
chr20	23420612	23421111	1.089665984
chr20	23421112	23421373	1.016792481
chr20	23424320	23424819	0.998471384
chr20	23424820	23424931	1.134939732
chr20	23425157	23425656	0.944908686
chr20	23425657	23425817	1.11711729
chr20	23430798	23431297	1.156769235
chr20	23431298	23431476	1.494616636
chr20	23432202	23432701	0.929221891
chr20	23432970	23433469	0.811275503
chr20	23433470	23433763	0.868986335
chr20	23471503	23472002	1.609000528
chr20	23472003	23472070	1.916803521
chr20	23472071	23472570	1.072155523
chr20	23472571	23472785	1.252779451
chr20	23473344	23473843	1.201704922
chr20	23473844	23473958	1.173536471
chr20	23476217	23476716	0.936202015
chr20	23476717	23476897	1.406403453
chr20	23499532	23500031	1.789514196
chr20	23545119	23545618	1.093428562
chr20	23545619	23545924	0.952255238
chr20	23546360	23546859	0.901724177
chr20	23546860	23546974	0.815968089
chr20	23548597	23549096	1.093401342
chr20	23549097	23549371	0.771044359
chr20	23583796	23584295	0.923334396
chr20	23584296	23584621	0.751741741
chr20	23585996	23586495	0.980793146
chr20	23586496	23586860	0.911800987
chr20	23614043	23614542	0.831627502
chr20	23614543	23614886	1.044814962
chr20	23615640	23616139	0.772052425
chr20	23618006	23618505	0.765453592
chr20	23666026	23666525	0.84393851
chr20	23666526	23666864	0.988940787
chr20	23667474	23667973	0.98703022
chr20	23667974	23668088	0.903389977
chr20	23669128	23669627	0.887758783
chr20	23669628	23669912	0.901916744
chr20	23727939	23728438	0.592909151
chr20	23728439	23728786	0.949726175
chr20	23729402	23729901	0.659471125
chr20	23729902	23730016	1.173801576
chr20	23731025	23731524	0.982330824
chr20	23731525	23731824	1.163286686
chr20	23804155	23804654	0.979726944
chr20	23804655	23804990	1.032507783
chr20	23805596	23806095	0.867345233
chr20	23806096	23806210	1.010137749
chr20	23806819	23807318	0.878863728
chr20	23807319	23807616	1.109809538
chr20	23856320	23856819	0.786070591
chr20	23856820	23857158	1.077626321
chr20	23857891	23858390	0.655928724
chr20	23859832	23860331	1.05059392
chr20	23860332	23860635	1.360415829
chr20	23965439	23965938	0.81772413
chr20	23965939	23966151	0.56282363
chr20	23966152	23966457	0.732241662
chr20	23966458	23966661	0.913278611
chr20	23966662	23966956	0.761626512
chr20	23966957	23967347	0.773706477
chr20	23967348	23967762	0.908718425
chr20	24523405	24523904	0.889064437
chr20	24523905	24524404	1.170302763
chr20	24565241	24565740	0.903387358
chr20	24565741	24565879	1.181475607
chr20	24645731	24646230	0.943425929
chr20	24646231	24646730	0.963963829
chr20	24929654	24930153	0.967508643
chr20	24930154	24930461	0.976696503
chr20	24937672	24938171	0.97059161
chr20	24938172	24938345	1.242535145
chr20	24939313	24939812	0.857293197
chr20	24939813	24939930	0.756946772
chr20	24940020	24940519	1.020900759
chr20	24943810	24944309	0.766364576
chr20	24944310	24944809	1.075786118
chr20	24949277	24949776	0.98115468
chr20	24949777	24949940	0.684454537
chr20	24949941	24950440	1.003995635
chr20	24950441	24950546	1.209378803
chr20	24950582	24951081	1.01248541
chr20	24951082	24951257	1.547234137
chr20	24951845	24952344	1.133070496
chr20	24952345	24952462	1.232882476
chr20	24954030	24954529	1.031521954
chr20	24959152	24959651	1.029194523
chr20	24964288	24964787	0.946282468
chr20	24972979	24973478	0.802319798
chr20	24988115	24988614	1.081277349
chr20	24988615	24988827	1.324600376
chr20	24989655	24990154	1.043069779
chr20	24990155	24990274	1.304645091
chr20	24992986	24993373	0.940656645
chr20	24993374	24993825	1.204823752
chr20	24993921	24994420	1.043178545
chr20	24994448	24994947	0.877280699
chr20	24995523	24996022	0.94008944
chr20	25000395	25000894	1.013374007
chr20	25000895	25001033	1.069868323
chr20	25001774	25002273	0.728939188
chr20	25002274	25002422	0.984155364
chr20	25003325	25003824	1.282735721
chr20	25003825	25003914	1.291262898
chr20	25003915	25004414	0.97352268
chr20	25011144	25011643	0.959691606
chr20	25011644	25011844	0.889442411
chr20	25028470	25028969	1.289695368
chr20	25038154	25038653	1.644258695
chr20	25056321	25056820	1.079631043
chr20	25056821	25057320	1.151316294
chr20	25058070	25058569	0.809840345
chr20	25058928	25059427	1.126075303
chr20	25059428	25059829	0.995473458
chr20	25059830	25060329	1.190551806
chr20	25062058	25062557	1.650964089
chr20	25128145	25128644	1.509559203
chr20	25186907	25187406	1.103678269
chr20	25187407	25187468	1.413450941
chr20	25187469	25187968	1.201512005
chr20	25187969	25188283	1.338557977
chr20	25190234	25190599	0.922759317
chr20	25190600	25191079	1.074536149
chr20	25193648	25194147	0.911565753
chr20	25194148	25194292	1.096439184
chr20	25195252	25195751	0.995960232
chr20	25196061	25196560	1.06979277
chr20	25197033	25197532	1.017010458
chr20	25197887	25198386	0.997725191
chr20	25198935	25199434	0.878881473
chr20	25201617	25202116	0.883946507
chr20	25203223	25203722	1.038386454
chr20	25203723	25203864	1.095031194
chr20	25204486	25204985	0.974247895
chr20	25205547	25206043	0.979918636
chr20	25206044	25206543	0.952534495
chr20	25228470	25228969	1.366651225
chr20	25228970	25229307	1.100165402
chr20	25239622	25240121	1.080017293
chr20	25249514	25250013	0.872422951
chr20	25251768	25252267	0.989303628
chr20	25252268	25252372	0.948003114
chr20	25254977	25255476	1.148556879
chr20	25257031	25257530	1.219891662
chr20	25257531	25257636	0.845825243
chr20	25257637	25258136	0.949385792
chr20	25258704	25259203	0.986641626
chr20	25259204	25259348	1.726680655
chr20	25259442	25259941	0.951814321
chr20	25260651	25261150	1.133059663
chr20	25261151	25261298	1.482837223
chr20	25261334	25261833	0.937837129
chr20	25261834	25261998	1.10763626
chr20	25262418	25262917	0.986019558
chr20	25263561	25264060	1.019139394
chr20	25264489	25264988	0.799739588
chr20	25264989	25265137	1.879128525
chr20	25268810	25269309	0.941458722
chr20	25270866	25271365	0.977406046
chr20	25271366	25271508	1.035431252
chr20	25272791	25273290	0.982935782
chr20	25273291	25273499	0.842919787
chr20	25274543	25275042	1.221917003
chr20	25275154	25275653	0.911376841
chr20	25275654	25275916	0.945591549
chr20	25275989	25276488	0.693173573
chr20	25276755	25277254	1.036316855
chr20	25277255	25277754	1.451878535
chr20	25277755	25278254	1.030233435
chr20	25281099	25281598	3.013924315
chr20	25282604	25283103	0.907338697
chr20	25283104	25283232	1.078608061
chr20	25283935	25284434	1.012452806
chr20	25287218	25287717	1.006059479
chr20	25288351	25288850	1.216558043
chr20	25288887	25289380	0.95618261
chr20	25289831	25290330	0.964708583
chr20	25290331	25290461	0.544320885
chr20	25295310	25295809	1.182057849
chr20	25297433	25297932	0.881940372
chr20	25300584	25301083	1.006687826
chr20	25303710	25304209	0.994628531
chr20	25319612	25320111	0.879891113
chr20	25320112	25320237	0.62023743
chr20	25388058	25388557	0.809821264
chr20	25388558	25388781	1.253934179
chr20	25394175	25394674	0.962133203
chr20	25397489	25397988	1.161872216
chr20	25398490	25398989	1.068179919
chr20	25405596	25406095	1.003459016
chr20	25406096	25406213	0.900685646
chr20	25422087	25422586	1.098589093
chr20	25426308	25426807	1.002048489
chr20	25433582	25434081	1.061733304
chr20	25434082	25434528	1.133762319
chr20	25436058	25436557	0.970399709
chr20	25436558	25436672	0.729029794
chr20	25438768	25439267	0.963120151
chr20	25441907	25442406	0.985485314
chr20	25442768	25443267	0.890805378
chr20	25443268	25443427	0.914403053
chr20	25447774	25448273	1.074100837
chr20	25450376	25450875	1.157019337
chr20	25450876	25450981	1.284520931
chr20	25456428	25456927	0.828467683
chr20	25456928	25457427	0.643772575
chr20	25457428	25457927	0.773069611
chr20	25459308	25459807	0.944111206
chr20	25459808	25460092	1.270250826
chr20	25460546	25461045	0.825127656
chr20	25462353	25462852	1.088707854
chr20	25469629	25470128	1.115335835
chr20	25470260	25470759	0.812972923
chr20	25470760	25470871	1.387429628
chr20	25471736	25472235	1.096092672
chr20	25472236	25472411	1.50397274
chr20	25477048	25477547	0.916873238
chr20	25477548	25477689	0.810407142
chr20	25478595	25479094	0.938185969
chr20	25479095	25479232	0.899031722
chr20	25481225	25481724	0.948810364
chr20	25481725	25481896	1.134178997
chr20	25484337	25484836	1.014590952
chr20	25484837	25484990	1.344433865
chr20	25485273	25485772	0.983806915
chr20	25491059	25491558	0.900235443
chr20	25493219	25493718	1.167548511
chr20	25493719	25493892	1.083795779
chr20	25498138	25498637	1.177934381
chr20	25506793	25507292	1.072293112
chr20	25507293	25507484	1.542199408
chr20	25595820	25596319	0.730819552
chr20	25596320	25596819	0.941781182
chr20	25596820	25597319	0.963236385
chr20	25597320	25597467	1.622087938
chr20	25604244	25604665	0.957473574
chr20	25650496	25650995	0.87118297
chr20	25655080	25655579	0.990687436
chr20	25655580	25656079	0.993195304
chr20	25656080	25656579	0.907359713
chr20	25656580	25657079	0.978257117
chr20	25657080	25657579	0.746863828
chr20	25657580	25658079	0.949271475
chr20	25665952	25666451	1.000492985
chr20	25666465	25666892	0.954997466
chr20	25666893	25667392	1.144650357
chr20	25732946	25733445	0.90830333
chr20	25733446	25733945	1.025536178
chr20	25753483	25753982	0.731052051
chr20	25753983	25754482	1.06456259
chr20	25755495	25755994	0.847593867
chr20	25755995	25756198	1.1305254
chr20	25828552	25829051	1.689622548
chr20	25829052	25829551	0.821886612
chr20	25990184	25990683	0.958054438
chr20	26054655	26054755	0.944194459
chr20	26061549	26062048	0.595497959
chr20	26063279	26063778	0.619322151
chr20	26083801	26084300	0.759730317
chr20	26084301	26084557	0.671374111
chr20	26094264	26094763	0.899341095
chr20	29611589	29612088	0.379216846
chr20	29614010	29614509	0.703184684
chr20	29622878	29623377	0.879253879
chr20	29623784	29624283	1.539213969
chr20	29625622	29626121	0.896721311
chr20	29627976	29628475	1.044591876
chr20	29631287	29631786	0.960281467
chr20	29632360	29632859	0.366077292
chr20	29633647	29634146	1.066180636
chr20	29845216	29845715	3.421613546
chr20	29847012	29847511	6.523052027
chr20	29890764	29891263	-7.434551902
chr20	29896071	29896570	2.270414227
chr20	29956153	29956652	0.90137257
chr20	29956653	29956761	1.298824542
chr20	29960409	29960908	1.004087377
chr20	29960909	29961408	0.933212123
chr20	29964715	29965214	0.929362323
chr20	29965215	29965492	1.297624945
chr20	29965904	29966403	0.913025416
chr20	29976520	29977019	0.913260729
chr20	29977020	29977283	1.021758612
chr20	29977975	29978474	0.951098725
chr20	29978475	29978702	0.912902322
chr20	29992397	29992896	1.065319457
chr20	29992897	29993138	0.897158871
chr20	29993647	29994146	0.775365064
chr20	29994147	29994268	1.079551365
chr20	30028184	30028683	1.001840993
chr20	30028684	30028809	0.857709343
chr20	30037515	30038014	1.138022247
chr20	30038015	30038310	0.860494387
chr20	30053058	30053557	0.873361954
chr20	30053558	30053716	1.048688248
chr20	30060508	30061007	0.761849559
chr20	30063779	30064278	1.077560654
chr20	30064279	30064778	1.063181191
chr20	30065380	30065879	1.037815375
chr20	30069839	30070338	1.009548338
chr20	30070339	30070541	-0.20209576
chr20	30071711	30072210	0.107218215
chr20	30101962	30102461	1.036849247
chr20	30102462	30102787	1.861428772
chr20	30115036	30115535	1.070216672
chr20	30125731	30126230	1.046004746
chr20	30126231	30126730	1.120751239
chr20	30132499	30132998	0.90047277
chr20	30136581	30136963	0.955419662
chr20	30136964	30137385	1.023112918
chr20	30137616	30138115	1.044485977
chr20	30142298	30142797	0.92016209
chr20	30142798	30142882	0.28825356
chr20	30147163	30147662	0.913849015
chr20	30149186	30149685	1.013320395
chr20	30149686	30149789	1.523029748
chr20	30153762	30154261	0.96844963
chr20	30155639	30155815	0.929670505
chr20	30155816	30156315	1.001702946
chr20	30156672	30157171	1.042131066
chr20	30157172	30157620	1.449779982
chr20	30192841	30193340	0.976222289
chr20	30193341	30193840	0.814796354
chr20	30193841	30194340	0.763105505
chr20	30226570	30227069	1.011706404
chr20	30227485	30227984	1.008763752
chr20	30227985	30228150	1.752875177
chr20	30230956	30231455	1.040866743
chr20	30231456	30231588	1.109961285
chr20	30232320	30232819	0.88116969
chr20	30232820	30233052	1.717077699
chr20	30253004	30253503	0.904687624
chr20	30253504	30254003	0.989089354
chr20	30254004	30254139	1.286767122
chr20	30309059	30309558	1.046173297
chr20	30309559	30310058	1.015505932
chr20	30310059	30310558	1.540466877
chr20	30344959	30345458	0.97508517
chr20	30345459	30345635	1.042296942
chr20	30347609	30348108	1.09249812
chr20	30354108	30354607	0.885674973
chr20	30354608	30354735	1.36742823
chr20	30357895	30358394	1.187324789
chr20	30358395	30358524	1.885983347
chr20	30359112	30359611	1.064690408
chr20	30363419	30363918	1.15788778
chr20	30365039	30365538	1.024174762
chr20	30365539	30365691	1.141732591
chr20	30366365	30366864	1.078069142
chr20	30366865	30367037	0.964044099
chr20	30369801	30370300	1.107981001
chr20	30370301	30370443	1.970600855
chr20	30371257	30371756	1.140006165
chr20	30371757	30371974	1.062165619
chr20	30380287	30380786	1.026231333
chr20	30381400	30381899	1.042885723
chr20	30381900	30382015	1.515745011
chr20	30382016	30382515	0.787943315
chr20	30384956	30385455	1.047814555
chr20	30385456	30385568	1.265469775
chr20	30385917	30386416	1.016898801
chr20	30386417	30386605	1.148646812
chr20	30388522	30389021	1.041611876
chr20	30389022	30389521	1.031766798
chr20	30406927	30407283	1.157273315
chr20	30407284	30407681	1.165064155
chr20	30407682	30408181	0.875164051
chr20	30408182	30408599	1.033555307
chr20	30408991	30409490	1.082634816
chr20	30409491	30409790	1.200134209
chr20	30411029	30411528	0.899441473
chr20	30411529	30411635	1.354546468
chr20	30411811	30412310	0.990433412
chr20	30414157	30414558	1.187051178
chr20	30414559	30414991	1.079731487
chr20	30418371	30418753	1.038563051
chr20	30418754	30419194	0.959818742
chr20	30419255	30419732	1.037671667
chr20	30419733	30420189	0.946096731
chr20	30421269	30421768	1.121645463
chr20	30421769	30422268	1.718297128
chr20	30431855	30432354	0.965932585
chr20	30432355	30432854	0.953118117
chr20	30432855	30433354	0.782366598
chr20	30433355	30433657	1.175442528
chr20	30435689	30436188	3.000433088
chr20	30436189	30436488	1.759726867
chr20	30436489	30436956	2.372187539
chr20	30438164	30438663	1.042700221
chr20	30450123	30450622	1.049531761
chr20	30450623	30450795	1.004541043
chr20	30451459	30451958	0.858784347
chr20	30452505	30453004	1.004704636
chr20	30454623	30455122	0.885024143
chr20	30457116	30457506	0.876321798
chr20	30457507	30458006	1.276137026
chr20	30458582	30458840	#NUM!
chr20	30458841	30459248	5.040484681
chr20	30474748	30475247	2.165364023
chr20	30486025	30486524	6.423423628
chr20	30496143	30496642	1.840967644
chr20	30497289	30497788	1.962979034
chr20	30507416	30507915	4.960257518
chr20	30510515	30511014	3.237441228
chr20	30512561	30513060	2.348699203
chr20	30513425	30513807	5.42766721
chr20	30513808	30514144	5.39759231
chr20	30521352	30521851	2.72178474
chr20	30522244	30522743	6.129351989
chr20	30524948	30525447	5.339656538
chr20	30526694	30527193	3.489823639
chr20	30530497	30530996	2.032657461
chr20	30532997	30533496	1.198216761
chr20	30533497	30533942	0.907220259
chr20	30534048	30534547	0.832300988
chr20	30536360	30536859	0.965896394
chr20	30537864	30538363	1.105405453
chr20	30539427	30539926	0.589733846
chr20	30555703	30556202	1.416695695
chr20	30556203	30556702	0.835856538
chr20	30582620	30583119	-0.498555495
chr20	30584057	30584556	0.997179661
chr20	30584557	30585056	0.927988564
chr20	30585057	30585556	0.721179415
chr20	30597990	30598489	0.873160231
chr20	30602456	30602955	0.953618638
chr20	30602956	30603124	1.260227257
chr20	30605352	30605733	1.032746364
chr20	30605734	30606215	1.038885904
chr20	30610212	30610711	1.103747653
chr20	30616547	30617046	0.881384526
chr20	30617047	30617177	1.205944191
chr20	30617252	30617751	0.903991546
chr20	30659214	30659713	1.054279567
chr20	30659714	30659835	0.531425429
chr20	30660871	30661341	0.867864709
chr20	30661342	30661841	0.978757272
chr20	30662175	30662674	0.930738643
chr20	30667326	30667825	0.996033714
chr20	30671446	30671945	0.932906553
chr20	30671946	30672019	1.081387486
chr20	30672020	30672519	0.687565989
chr20	30674180	30674679	0.821786772
chr20	30674680	30674860	1.073671051
chr20	30676120	30676619	1.159279155
chr20	30681415	30681914	0.947103347
chr20	30681915	30682069	1.037814801
chr20	30686556	30687055	1.053838718
chr20	30687056	30687188	1.259547306
chr20	30688869	30689368	1.145221718
chr20	30689369	30689868	1.740362254
chr20	30720565	30721064	1.027397098
chr20	30721065	30721179	1.112113647
chr20	30723626	30724125	0.977839425
chr20	30729049	30729518	1.157453177
chr20	30729519	30729948	0.859432738
chr20	30730534	30731033	1.029575631
chr20	30731034	30731158	1.698625571
chr20	30732643	30733063	0.950683572
chr20	30733064	30733476	1.027117398
chr20	30734337	30734836	1.221343332
chr20	30737186	30737685	0.945984295
chr20	30737686	30737819	0.755951896
chr20	30738174	30738554	0.920935919
chr20	30738555	30738928	1.073826178
chr20	30742655	30743154	0.999815903
chr20	30745346	30745845	1.073443092
chr20	30745846	30746012	1.016977095
chr20	30746013	30746512	0.909071681
chr20	30747544	30748043	0.926725572
chr20	30748044	30748164	1.038477399
chr20	30748828	30749327	1.0197168
chr20	30752847	30753346	0.990552711
chr20	30753347	30753846	1.056538902
chr20	30777198	30777697	1.367163559
chr20	30783556	30784055	1.401736525
chr20	30784056	30784555	0.694371843
chr20	30784556	30785055	0.789502438
chr20	30785056	30785555	1.055016782
chr20	30785556	30785735	0.950888738
chr20	30789471	30789970	1.126295494
chr20	30789971	30790345	1.514492342
chr20	30795615	30796114	1.277636027
chr20	30797623	30798122	0.901305511
chr20	30798123	30798245	1.261451131
chr20	30802821	30803320	1.105437543
chr20	30803321	30803504	1.271359222
chr20	30804161	30804660	0.910024908
chr20	30804668	30805167	1.008482987
chr20	30815815	30816314	1.201987765
chr20	30816315	30816508	0.735146825
chr20	30818371	30818870	0.911235289
chr20	30818871	30819114	1.128791622
chr20	30822025	30822524	1.020165529
chr20	30822525	30823024	1.700161555
chr20	30825025	30825524	2.874427695
chr20	30825525	30826024	5.854756756
chr20	30897265	30897764	0.993498236
chr20	30897765	30898264	0.866998237
chr20	30898265	30898764	0.867761871
chr20	30898765	30899234	1.035532953
chr20	30903770	30904225	1.115124028
chr20	30904226	30904505	0.968022483
chr20	30904506	30904927	0.838202383
chr20	30914323	30914822	0.968886141
chr20	30914823	30914937	0.980131676
chr20	30915108	30915607	1.016778805
chr20	30917693	30918192	0.992239289
chr20	30918193	30918372	1.040601775
chr20	30918775	30919274	1.003300346
chr20	30919275	30919774	1.757217453
chr20	30953936	30954435	0.996795624
chr20	30954436	30954519	1.429068072
chr20	30956564	30957063	1.049270848
chr20	30957064	30957176	1.047932675
chr20	31015680	31016089	0.890201519
chr20	31016090	31016475	1.178187908
chr20	31016890	31017389	1.143882062
chr20	31017390	31017468	1.82109579
chr20	31017469	31017968	0.891751925
chr20	31018873	31019336	0.987252161
chr20	31019337	31019732	0.906327369
chr20	31020432	31020931	1.081499376
chr20	31020938	31021437	0.935592162
chr20	31021438	31021937	1.011986317
chr20	31021984	31022483	1.044093185
chr20	31022484	31022983	0.960585769
chr20	31022984	31023483	0.822224366
chr20	31023484	31023983	0.907904541
chr20	31023984	31024483	0.865069292
chr20	31024484	31024983	1.014997152
chr20	31024984	31025483	1.064125655
chr20	31035111	31035610	0.935550719
chr20	31035611	31035869	0.406910137
chr20	31039788	31040287	0.957056452
chr20	31040288	31040463	1.078625621
chr20	31040464	31040957	0.862078664
chr20	31040958	31041338	1.204086531
chr20	31041339	31041814	0.903831696
chr20	31043670	31044169	1.096376834
chr20	31044170	31044448	0.944412939
chr20	31062153	31062652	1.396738581
chr20	31097511	31098010	0.708279706
chr20	31196361	31196860	1.550817873
chr20	31290742	31291241	2.79374015
chr20	31291574	31292057	6.832442731
chr20	31292058	31292453	4.837564077
chr20	31292454	31292953	3.933681658
chr20	31294134	31294463	6.621015784
chr20	31294464	31294812	4.885166875
chr20	31315449	31315848	-4.25322638
chr20	31315849	31316199	1.118876624
chr20	31367407	31367906	1.073036606
chr20	31367907	31368037	1.222912836
chr20	31368038	31368521	1.079266691
chr20	31368908	31369407	1.028240727
chr20	31372313	31372812	1.019263723
chr20	31374057	31374556	0.906517115
chr20	31374557	31374683	1.599298532
chr20	31374785	31375284	0.858423199
chr20	31375285	31375507	0.953142568
chr20	31376409	31376908	0.890894074
chr20	31376909	31377068	1.1042038
chr20	31379156	31379655	0.983300415
chr20	31379656	31379764	1.538750907
chr20	31380181	31380680	0.959323842
chr20	31381091	31381590	1.003120666
chr20	31382964	31383397	1.117981291
chr20	31383398	31383750	1.101449713
chr20	31384345	31384833	0.954431909
chr20	31384834	31385333	1.005614398
chr20	31386015	31386514	1.163991095
chr20	31386515	31386699	2.07605109
chr20	31386799	31387298	1.068439879
chr20	31387708	31388207	0.94120898
chr20	31388208	31388354	0.940411962
chr20	31388390	31388889	1.069276302
chr20	31388908	31389407	1.145373542
chr20	31389940	31390439	0.82580359
chr20	31392893	31393392	1.06725141
chr20	31393764	31394263	0.938255316
chr20	31395317	31395816	1.094935147
chr20	31395817	31396316	1.396369648
chr20	31413480	31413979	1.105879093
chr20	31413980	31414104	-0.120803645
chr20	31421272	31421771	0.904097572
chr20	31421772	31421918	1.093026475
chr20	31424189	31424688	1.080572518
chr20	31424689	31424897	1.193210229
chr20	31427290	31427789	0.923854772
chr20	31427790	31427912	0.005156209
chr20	31434173	31434672	0.91909566
chr20	31434673	31434826	0.664796984
chr20	31436227	31436726	0.948327901
