@HD	VN:1.6
@SQ	SN:20	LN:63025520	M5:0dec9660ec1efaaf33281c0d5ea2560f	UR:file:/storage/zhenghoufengLab/chenxiang/reference/hg19_genome/hg19_chr20.fa
@RG	ID:GATKCopyNumber	SM:HG01133
20	21335176	21335675	2.0287266747624804
20	21336467	21336966	1.5583626712265923
20	21336967	21337019	3.902223154454627
20	21337020	21337519	1.562829012185509
20	21338123	21338622	1.9372186343861701
20	21345808	21346168	2.1922631973580873
20	21346169	21346592	2.098286965771418
20	21348850	21349349	1.7137866303411626
20	21362381	21362880	2.362898230927648
20	21367255	21367754	1.7867992810109927
20	21367755	21367894	0
20	21369660	21370159	2.747045525483549
20	21376754	21377253	2.434071391588987
20	21492409	21492908	1.3073650931774585
20	21492909	21493373	1.4475705303326778
20	21493798	21494297	1.6717022898776281
20	21494298	21494797	16.77562126348481
20	21686546	21686855	8.0557988081929
20	21686856	21687355	1.818794979878529
20	21687356	21687855	2.262684238616184
20	21688945	21689444	1.9500137168418714
20	21689609	21690108	2.238318216217195
20	21694858	21695357	2.122876420497259
20	21695358	21695857	2.7914540671813324
20	22561885	22562384	2.4775462902907934
20	22562385	22562884	1.9045144097476845
20	22562885	22563384	2.1309941757517223
20	22563385	22563884	1.9457636527920372
20	22564579	22565078	2.6186867593289613
20	23015806	23016305	2.881658437988878
20	23016306	23016805	1.7737362035167694
20	23016806	23017305	2.0504478362960574
20	23017306	23017564	2.9011687022844574
20	23028019	23028518	1.5819625525343428
20	23028519	23029018	2.3192994969393608
20	23029019	23029518	2.5071109653778616
20	23029519	23030018	1.1374217886331908
20	23064246	23064745	1.7701390304012572
20	23064754	23065253	2.097996477148597
20	23065254	23065753	2.1313444546104257
20	23065754	23066253	2.035460760263406
20	23066254	23066753	2.0053954609008415
20	23066754	23067211	1.5769437311941585
20	23334367	23334866	2.135945231725375
20	23334867	23335366	2.0468377938606994
20	23344749	23345248	1.8237862562437004
20	23345249	23345748	1.9952497970868674
20	23345749	23346248	1.9588553602801564
20	23346249	23346634	1.5251069183441606
20	23347389	23347888	2.1088677520902417
20	23349148	23349647	1.6351824947291944
20	23349648	23349816	0.7263895588824659
20	23349970	23350469	1.5453636246874587
20	23350470	23350552	1.7525467703814763
20	23350553	23351052	1.7084135868140407
20	23351053	23351552	1.515596075497733
20	23357405	23357904	2.6661160642476074
20	23357905	23358373	1.9996890715753948
20	23359831	23360317	1.7515271793630953
20	23360318	23360817	1.7717205253445412
20	23361599	23362098	2.063113282548986
20	23370332	23370756	2.0132237088366685
20	23370757	23371151	2.337103164912834
20	23375308	23375705	2.043972549371984
20	23375706	23376072	2.103921310638523
20	23377458	23377957	1.7406543179460487
20	23383379	23383878	2.0605701465242503
20	23401691	23402190	1.9439547581445114
20	23420612	23421111	2.158417548478671
20	23421112	23421373	3.2603734080680002
20	23424320	23424819	2.357654430503662
20	23424820	23424931	0
20	23425157	23425656	2.0429031140739036
20	23425657	23425817	3.915700278282541
20	23430798	23431297	1.7239989651089467
20	23431298	23431476	0
20	23432202	23432701	1.8039643994264027
20	23432970	23433469	2.1377512949679116
20	23433470	23433763	3.0024539714303717
20	23471503	23472002	1.9027759052832156
20	23472003	23472070	31.719217361390037
20	23472071	23472570	2.215058573246052
20	23472571	23472785	1.5701168666143108
20	23473344	23473843	2.1340469779869293
20	23473844	23473958	0
20	23476217	23476716	1.5955466230375936
20	23476717	23476897	0
20	23499532	23500031	4.235185240525955
20	23545119	23545618	1.7543928797609478
20	23545619	23545924	2.0959901941394397
20	23546360	23546859	1.9899504583716772
20	23546860	23546974	3.279597969469749
20	23548597	23549096	1.6099268495925092
20	23549097	23549371	3.1575943693533017
20	23583796	23584295	1.9114411328305347
20	23584296	23584621	2.170738854641299
20	23585996	23586495	1.9339470181959169
20	23586496	23586860	2.385392991261305
20	23614043	23614542	2.1298556374972613
20	23614543	23614886	1.7303608071582894
20	23615640	23616139	1.8520524491286507
20	23618006	23618505	1.6924865859320424
20	23666026	23666525	1.5332940115649116
20	23666526	23666864	1.659796485672418
20	23667474	23667973	1.7982635199745556
20	23667974	23668088	5.179034992520654
20	23669128	23669627	2.2178405362638443
20	23669628	23669912	3.3613444283007587
20	23727939	23728438	1.5596890505377836
20	23728439	23728786	1.9365813937857197
20	23729402	23729901	1.8376533335362517
20	23729902	23730016	2.249893178079355
20	23731025	23731524	1.9627220000269996
20	23731525	23731824	1.1732028050546472
20	23804155	23804654	2.2265448117959354
20	23804655	23804990	1.874649922414117
20	23805596	23806095	1.8657416766226116
20	23806096	23806210	8.016487379963399
20	23806819	23807318	1.911620303609118
20	23807319	23807616	0.46163533640919774
20	23856320	23856819	2.618937110462362
20	23856820	23857158	1.7317120933984271
20	23857891	23858390	1.9144540606679796
20	23859832	23860331	1.7783272971292496
20	23860332	23860635	5.536373781915796
20	23965439	23965938	1.8500841547665852
20	23965939	23966151	2.360288423111939
20	23966152	23966457	1.2189395773458427
20	23966458	23966661	1.9024469818488197
20	23966662	23966956	2.0245319742676564
20	23966957	23967347	2.2593930908394944
20	23967348	23967762	1.5275546618140492
20	24523405	24523904	1.8121217457238281
20	24523905	24524404	1.4475039607421767
20	24565241	24565740	1.9286943418079945
20	24565741	24565879	2.564595371712951
20	24645731	24646230	1.9340827941814425
20	24646231	24646730	0.8575091850607424
20	24929654	24930153	1.2658444489912983
20	24930154	24930461	1.7578489871233174
20	24937672	24938171	2.00827387579538
20	24938172	24938345	2.461396656990874
20	24939313	24939812	2.188576027953656
20	24939813	24939930	15.48917278543875
20	24940020	24940519	2.278625491055691
20	24943810	24944309	2.5157090071276764
20	24944310	24944809	2.4314388365708024
20	24949277	24949776	1.5468602737941857
20	24949777	24949940	2.807792742978998
20	24949941	24950440	2.2371281492530812
20	24950441	24950546	10.347307589604375
20	24950582	24951081	1.715132337850433
20	24951082	24951257	0
20	24951845	24952344	2.2493607580422936
20	24952345	24952462	8.207159231787005
20	24954030	24954529	2.512969618998412
20	24959152	24959651	1.5751262216917703
20	24964288	24964787	1.1807205505021914
20	24972979	24973478	2.351994639051008
20	24988115	24988614	2.157978605883668
20	24988615	24988827	3.236010130462936
20	24989655	24990154	1.7567350039642688
20	24990155	24990274	3.2070760235852585
20	24992986	24993373	2.029193360125378
20	24993374	24993825	1.8387960168701356
20	24993921	24994420	2.242456017248666
20	24994448	24994947	2.2858166370851034
20	24995523	24996022	1.4965455438174573
20	25000395	25000894	2.2644429468593508
20	25000895	25001033	5.3686885002777025
20	25001774	25002273	2.117781517836653
20	25002274	25002422	4.008478835606376
20	25003325	25003824	2.124773280267677
20	25003825	25003914	4.6060419182396855
20	25003915	25004414	1.9795278994663341
20	25011144	25011643	1.7687121535197317
20	25011644	25011844	1.9829187337971328
20	25028470	25028969	1.9218901693920996
20	25038154	25038653	2.9913861854218986
20	25056321	25056820	1.862707958094438
20	25056821	25057320	1.9593799816149131
20	25058070	25058569	1.4084562626380759
20	25058928	25059427	1.6169206188771128
20	25059428	25059829	2.1054614843071797
20	25059830	25060329	1.753674300930315
20	25062058	25062557	0.7160585126587408
20	25128145	25128644	2.1138976028697263
20	25186907	25187406	1.521381997339399
20	25187407	25187468	3.3373445092961918
20	25187469	25187968	1.7541513595716969
20	25187969	25188283	1.8325755980555218
20	25190234	25190599	1.7706348682660358
20	25190600	25191079	2.6305932016516635
20	25193648	25194147	1.8237257624937373
20	25194148	25194292	3.422864881498695
20	25195252	25195751	2.6037204701929713
20	25196061	25196560	2.444956404005664
20	25197033	25197532	1.9813988845024273
20	25197887	25198386	2.215747976448849
20	25198935	25199434	1.342821765353113
20	25201617	25202116	1.9060505295193946
20	25203223	25203722	1.785685726795707
20	25203723	25203864	0
20	25204486	25204985	1.7069404038521592
20	25205547	25206043	1.9965972940843257
20	25206044	25206543	2.002162940224272
20	25228470	25228969	1.9845642909601988
20	25228970	25229307	4.131553218393116
20	25239622	25240121	2.427504624186798
20	25249514	25250013	1.9711034262322351
20	25251768	25252267	1.7870507658098742
20	25252268	25252372	1.6518494168349867
20	25254977	25255476	2.2430191964795383
20	25257031	25257530	2.3412220597268063
20	25257531	25257636	1.6343029090394374
20	25257637	25258136	2.4503873059017733
20	25258704	25259203	1.7636651125871283
20	25259204	25259348	1.6967142188772508
20	25259442	25259941	2.1195906329528524
20	25260651	25261150	2.0392452794192475
20	25261151	25261298	3.4221088674235065
20	25261334	25261833	2.0656632960036734
20	25261834	25261998	3.2470931306546778
20	25262418	25262917	2.1319542474136433
20	25263561	25264060	1.829462852030663
20	25264489	25264988	1.5105466656287652
20	25264989	25265137	1.8140577015755068
20	25268810	25269309	1.917202241917349
20	25270866	25271365	2.1572938298271582
20	25271366	25271508	3.137600431131223
20	25272791	25273290	2.071586639573447
20	25273291	25273499	2.0784488212857117
20	25274543	25275042	1.5482469677221335
20	25275154	25275653	1.2859671082452253
20	25275654	25275916	2.1020784581842196
20	25275989	25276488	1.9518051869329696
20	25276755	25277254	2.4573881614045283
20	25277255	25277754	2.980882610497729
20	25277755	25278254	2.605568995169438
20	25281099	25281598	2.176419499207456
20	25282604	25283103	1.8098818291958756
20	25283104	25283232	21.03971887201365
20	25283935	25284434	1.2413591822334453
20	25287218	25287717	2.0441357668962814
20	25288351	25288850	1.6721753402461614
20	25288887	25289380	2.192126180827842
20	25289831	25290330	1.8415033656643476
20	25290331	25290461	7.949348889790491
20	25295310	25295809	2.511752569695951
20	25297433	25297932	2.0254050977293336
20	25300584	25301083	2.3626072848102004
20	25303710	25304209	1.9303723694407142
20	25319612	25320111	1.9947587911587896
20	25320112	25320237	2.4523263169212015
20	25388058	25388557	2.0048528396848324
20	25388558	25388781	1.6254252533200872
20	25394175	25394674	2.1684854580258084
20	25397489	25397988	2.8361186127682196
20	25398490	25398989	1.7824978197920631
20	25405596	25406095	2.0809580353254966
20	25406096	25406213	0
20	25422087	25422586	2.036235149746596
20	25426308	25426807	1.8707020809560162
20	25433582	25434081	2.7061932362679926
20	25434082	25434528	2.104583845827285
20	25436058	25436557	1.9763491465973293
20	25436558	25436672	3.9717145360595265
20	25438768	25439267	1.7300998495537834
20	25441907	25442406	2.068025361433633
20	25442768	25443267	1.729909077312414
20	25443268	25443427	0
20	25447774	25448273	1.807913878856622
20	25450376	25450875	2.044547219482657
20	25450876	25450981	1.6867244786749949
20	25456428	25456927	2.1778391969451594
20	25456928	25457427	1.5110647205488112
20	25457428	25457927	1.9008977849434148
20	25459308	25459807	2.2361791734786145
20	25459808	25460092	2.31156252122624
20	25460546	25461045	1.8368196262206788
20	25462353	25462852	0.9605289200946903
20	25469629	25470128	2.210629651428943
20	25470260	25470759	1.9080916602639653
20	25470760	25470871	21.301394998167197
20	25471736	25472235	1.4887992745019114
20	25472236	25472411	1.12516072866337
20	25477048	25477547	2.429049217085331
20	25477548	25477689	2.367322331175696
20	25478595	25479094	2.2678456597308436
20	25479095	25479232	3.901519310036357
20	25481225	25481724	1.8285565782452864
20	25481725	25481896	2.5933584094538986
20	25484337	25484836	2.1213346903365373
20	25484837	25484990	9.685045891792296
20	25485273	25485772	2.1047992299247413
20	25491059	25491558	2.056321102990151
20	25493219	25493718	2.1786047026100315
20	25493719	25493892	5.936962069315981
20	25498138	25498637	1.3307471256399734
20	25506793	25507292	1.9808884636446933
20	25507293	25507484	1.782073261706639
20	25595820	25596319	8.891254135612947
20	25596320	25596819	1.8927946224341081
20	25596820	25597319	1.9729053039916018
20	25597320	25597467	0
20	25604244	25604665	2.615361532318887
20	25650496	25650995	1.8798141554259242
20	25655080	25655579	1.9536054969914947
20	25655580	25656079	2.007473576681096
20	25656080	25656579	2.237934008538517
20	25656580	25657079	1.9881424082440387
20	25657080	25657579	1.9259716859625373
20	25657580	25658079	1.4426128127247864
20	25665952	25666451	2.0392122726955506
20	25666465	25666892	1.9129725069974757
20	25666893	25667392	1.865855819344921
20	25732946	25733445	1.979141855621418
20	25733446	25733945	1.7286346791761134
20	25753483	25753982	1.3410050851823319
20	25753983	25754482	1.4698371482634307
20	25755495	25755994	2.0476869980761867
20	25755995	25756198	2.4884992842384652
20	25828552	25829051	2.4471698271099855
20	25829052	25829551	2.0234630339282327
20	25990184	25990683	7.538815922442945
20	26054655	26054755	1.1066703388961125
20	26061549	26062048	2.276328257666063
20	26063279	26063778	2.7633846454228883
20	26083801	26084300	2.2434964679405978
20	26084301	26084557	3.357716341422364
20	26094264	26094763	1.6869681093870017
20	29611589	29612088	2.5429387389825444
20	29614010	29614509	2.6049388491368934
20	29622878	29623377	2.0636144228321935
20	29623784	29624283	2.297443299921739
20	29625622	29626121	2.029544427815769
20	29627976	29628475	1.7886619929171823
20	29631287	29631786	1.8018113717421014
20	29632360	29632859	1.5783452818791779
20	29633647	29634146	2.6486583896430247
20	29845216	29845715	1.7984927254400176
20	29847012	29847511	1.9765512836663708
20	29890764	29891263	1.931011240456702
20	29896071	29896570	2.3063873469162193
20	29956153	29956652	1.530071470770459
20	29956653	29956761	9.536787495401573
20	29960409	29960908	1.9597834357654285
20	29960909	29961408	2.089718429689076
20	29964715	29965214	1.6300969537922443
20	29965215	29965492	2.222441039173154
20	29965904	29966403	1.8552549591806142
20	29976520	29977019	1.8034325444194426
20	29977020	29977283	1.501657957647872
20	29977975	29978474	2.2005756174010855
20	29978475	29978702	35.97013614638085
20	29992397	29992896	1.857201201490636
20	29992897	29993138	2.578917616558646
20	29993647	29994146	2.319251734532607
20	29994147	29994268	0
20	30028184	30028683	1.3766540556656819
20	30028684	30028809	6.499164393551603
20	30037515	30038014	1.8032338419231508
20	30038015	30038310	2.7774476667222534
20	30053058	30053557	2.3034944860811137
20	30053558	30053716	2.2918992127312325
20	30060508	30061007	2.6072588986508984
20	30063779	30064278	1.7128670245357762
20	30064279	30064778	1.7750169593867822
20	30065380	30065879	2.4350927203667783
20	30069839	30070338	2.3625301450701555
20	30070339	30070541	3.403408005633363
20	30071711	30072210	1.2537194539014578
20	30101962	30102461	1.0848719792123231
20	30102462	30102787	1.6599967432096985
20	30115036	30115535	1.9085052459640859
20	30125731	30126230	2.1391254492842413
20	30126231	30126730	1.3404077420990832
20	30132499	30132998	1.9230328822088674
20	30136581	30136963	2.1420968204113984
20	30136964	30137385	2.385864415577027
20	30137616	30138115	2.1519277104648165
20	30142298	30142797	1.958562792136203
20	30142798	30142882	0
20	30147163	30147662	1.803945085809481
20	30149186	30149685	1.7813374480162132
20	30149686	30149789	1.139550530139558
20	30153762	30154261	1.903411948144726
20	30155639	30155815	1.8629763601081653
20	30155816	30156315	1.4117900951331095
20	30156672	30157171	1.5818048539872243
20	30157172	30157620	5.664218811439083
20	30192841	30193340	1.63914055139888
20	30193341	30193840	1.7170248942937227
20	30193841	30194340	2.233563579465338
20	30226570	30227069	2.2809645563105048
20	30227485	30227984	1.6585161633222536
20	30227985	30228150	0
20	30230956	30231455	2.000896610065242
20	30231456	30231588	2.577055552367461
20	30232320	30232819	2.3725537773213667
20	30232820	30233052	0
20	30253004	30253503	1.8263041981532726
20	30253504	30254003	2.0296244695127537
20	30254004	30254139	4.110695113919926
20	30309059	30309558	2.1402311790085826
20	30309559	30310058	3.1547292132242357
20	30310059	30310558	19.091863612082573
20	30344959	30345458	1.8494376574633793
20	30345459	30345635	2.1465673025154994
20	30347609	30348108	1.634425235373184
20	30354108	30354607	2.2558963563955547
20	30354608	30354735	0
20	30357895	30358394	2.301471612336514
20	30358395	30358524	0.46158997467232593
20	30359112	30359611	2.1554060177840926
20	30363419	30363918	2.1772810357939547
20	30365039	30365538	2.3293875300048508
20	30365539	30365691	17.362909509887945
20	30366365	30366864	2.085719863920161
20	30366865	30367037	1.6145967957741107
20	30369801	30370300	2.1689922982607217
20	30370301	30370443	26.048614825430764
20	30371257	30371756	2.23283742399428
20	30371757	30371974	2.28479115996525
20	30380287	30380786	2.230876697776016
20	30381400	30381899	1.8856505402838089
20	30381900	30382015	0.3630152175219629
20	30382016	30382515	1.7002791947721827
20	30384956	30385455	2.0670272690116875
20	30385456	30385568	20.258257830483835
20	30385917	30386416	1.8446038182518105
20	30386417	30386605	3.2724986549573725
20	30388522	30389021	2.168705259516616
20	30389022	30389521	3.2942903294206367
20	30406927	30407283	1.3595061468807152
20	30407284	30407681	1.9411583625436475
20	30407682	30408181	1.9755271182753624
20	30408182	30408599	1.4795401312578653
20	30408991	30409490	1.9708068526173372
20	30409491	30409790	0.29536498651577486
20	30411029	30411528	3.411214478422076
20	30411529	30411635	0
20	30411811	30412310	2.010574013525414
20	30414157	30414558	2.029855275443554
20	30414559	30414991	2.5132141870988494
20	30418371	30418753	1.9458493325851387
20	30418754	30419194	2.355052761630667
20	30419255	30419732	1.5526223587075239
20	30419733	30420189	2.1390356985391037
20	30421269	30421768	2.0797823064389536
20	30421769	30422268	2.818105326726508
20	30431855	30432354	1.9762495593835647
20	30432355	30432854	2.446373856258125
20	30432855	30433354	1.808341223260327
20	30433355	30433657	0.8506286284902523
20	30435689	30436188	2.4340542629594815
20	30436189	30436488	2.5400925091364366
20	30436489	30436956	2.4414957061301625
20	30438164	30438663	2.0445756127593504
20	30450123	30450622	1.946678051046694
20	30450623	30450795	6.803912641193998
20	30451459	30451958	1.7307529390526848
20	30452505	30453004	2.0283229189633807
20	30454623	30455122	2.4635609437230244
20	30457116	30457506	2.2025205313312455
20	30457507	30458006	1.734380167874497
20	30458582	30458840	2.1954671807593376
20	30458841	30459248	1.946622761373359
20	30474748	30475247	1.8750128473284189
20	30486025	30486524	2.084025030522885
20	30496143	30496642	1.997639655782953
20	30497289	30497788	2.056304655042715
20	30507416	30507915	1.7434935380934358
20	30510515	30511014	2.414131428960959
20	30512561	30513060	2.0325893883430597
20	30513425	30513807	1.8453145474652037
20	30513808	30514144	1.994174201234106
20	30521352	30521851	1.3767042498607853
20	30522244	30522743	1.9394526502127372
20	30524948	30525447	1.273760283798806
20	30526694	30527193	1.9728069141250735
20	30530497	30530996	1.9112885540656606
20	30532997	30533496	3.3296213101278154
20	30533497	30533942	2.150549681321195
20	30534048	30534547	1.636369198382521
20	30536360	30536859	2.1337205220712434
20	30537864	30538363	1.972557287700277
20	30539427	30539926	1.6371092312801678
20	30555703	30556202	2.1009782783824624
20	30556203	30556702	2.036805669564439
20	30582620	30583119	1.2704388994369182
20	30584057	30584556	1.9198671046731213
20	30584557	30585056	2.0824351696451138
20	30585057	30585556	1.753256694819251
20	30597990	30598489	1.5481665631323283
20	30602456	30602955	1.7411123476017056
20	30602956	30603124	1.7866852024598499
20	30605352	30605733	1.5129591955804405
20	30605734	30606215	2.1276614662240503
20	30610212	30610711	1.8756614378197993
20	30616547	30617046	1.7038862876163592
20	30617047	30617177	5.6195938727388555
20	30617252	30617751	3.0317409174995222
20	30659214	30659713	2.172663374347217
20	30659714	30659835	5.2795561116096605
20	30660871	30661341	2.0059022948744314
20	30661342	30661841	1.608331688075961
20	30662175	30662674	2.2285075721719005
20	30667326	30667825	2.4412875946950034
20	30671446	30671945	2.3445101822787713
20	30671946	30672019	3.8399639912877532
20	30672020	30672519	1.8650395161952507
20	30674180	30674679	1.9722616205219343
20	30674680	30674860	3.894237087482183
20	30676120	30676619	2.016208371155704
20	30681415	30681914	2.000209881730329
20	30681915	30682069	5.392578882671144
20	30686556	30687055	1.9569280655485548
20	30687056	30687188	18.902231680960018
20	30688869	30689368	1.929069071531592
20	30689369	30689868	4.6996503109001955
20	30720565	30721064	2.2109631496255857
20	30721065	30721179	6.308651019822088
20	30723626	30724125	1.9359338153626242
20	30729049	30729518	1.8218796591319644
20	30729519	30729948	2.1417109545933846
20	30730534	30731033	2.2096040859207315
20	30731034	30731158	3.100662365407328
20	30732643	30733063	1.9243169155787234
20	30733064	30733476	1.8797570651873319
20	30734337	30734836	1.600614302381767
20	30737186	30737685	2.1733915399215578
20	30737686	30737819	4.108624817737581
20	30738174	30738554	1.8978444252129723
20	30738555	30738928	2.0266664559214957
20	30742655	30743154	2.081802580900478
20	30745346	30745845	2.1400197577380133
20	30745846	30746012	2.082307556106263
20	30746013	30746512	2.3404224750096803
20	30747544	30748043	2.0654383042340907
20	30748044	30748164	3.0338091110201026
20	30748828	30749327	2.046968020336747
20	30752847	30753346	1.998768377167479
20	30753347	30753846	3.66840560890278
20	30777198	30777697	4.271824360750504
20	30783556	30784055	2.091338688007445
20	30784056	30784555	2.331308672334431
20	30784556	30785055	2.243051640215348
20	30785056	30785555	2.1098480993012982
20	30785556	30785735	1.0671249438769952
20	30789471	30789970	2.0613021098611704
20	30789971	30790345	1.709181680216741
20	30795615	30796114	2.6693947841580763
20	30797623	30798122	1.9582058104771687
20	30798123	30798245	2.2679356958868664
20	30802821	30803320	2.483851040663972
20	30803321	30803504	2.4571439684819185
20	30804161	30804660	1.9664993499852728
20	30804668	30805167	2.2752388309548257
20	30815815	30816314	2.607816721669026
20	30816315	30816508	3.3903575629261873
20	30818371	30818870	2.012492433211759
20	30818871	30819114	3.015203471837233
20	30822025	30822524	1.456678558322107
20	30822525	30823024	2.6966438035676252
20	30825025	30825524	2.0656216727955106
20	30825525	30826024	1.8651548488601204
20	30897265	30897764	2.2457593001861538
20	30897765	30898264	2.020515541221033
20	30898265	30898764	1.868972962672485
20	30898765	30899234	2.62803840685219
20	30903770	30904225	2.1398937770839157
20	30904226	30904505	2.266342640369856
20	30904506	30904927	2.2265414901459843
20	30914323	30914822	1.5367318905978584
20	30914823	30914937	22.030546420471808
20	30915108	30915607	2.0547034597863925
20	30917693	30918192	1.6983677166275377
20	30918193	30918372	5.172532231120146
20	30918775	30919274	2.198474103748421
20	30919275	30919774	1.549629495927262
20	30953936	30954435	2.2171623243543253
20	30954436	30954519	0.7761816289516279
20	30956564	30957063	1.9082530580951396
20	30957064	30957176	7.011038888838974
20	31015680	31016089	2.0811245098063047
20	31016090	31016475	2.0588047064135524
20	31016890	31017389	1.9664747422871174
20	31017390	31017468	17.27512091482218
20	31017469	31017968	2.071307636546663
20	31018873	31019336	1.9785671150060935
20	31019337	31019732	2.0362556476235842
20	31020432	31020931	1.7600323780169291
20	31020938	31021437	2.108008781434357
20	31021438	31021937	2.7137787897824928
20	31021984	31022483	1.3668666096434074
20	31022484	31022983	2.0534462726867697
20	31022984	31023483	2.196430534866632
20	31023484	31023983	2.0544234625971054
20	31023984	31024483	2.1580703659456986
20	31024484	31024983	2.029687401691811
20	31024984	31025483	2.404798720882483
20	31035111	31035610	1.5890578903781567
20	31035611	31035869	1.7781020991597354
20	31039788	31040287	2.048804811434427
20	31040288	31040463	3.5499078696605717
20	31040464	31040957	1.9152809463861613
20	31040958	31041338	2.306322753783912
20	31041339	31041814	1.9381371699808714
20	31043670	31044169	1.528612042576932
20	31044170	31044448	2.676254449294691
20	31062153	31062652	2.5474459965901515
20	31097511	31098010	2.2882049199630767
20	31196361	31196860	2.535259393689281
20	31290742	31291241	2.628594264661617
20	31291574	31292057	2.000127395095446
20	31292058	31292453	2.2401731904823334
20	31292454	31292953	2.069058532106393
20	31294134	31294463	2.0941048086231295
20	31294464	31294812	1.6190955409024597
20	31315449	31315848	2.4795679759517317
20	31315849	31316199	2.3687041253037933
20	31367407	31367906	2.086019895043492
20	31367907	31368037	1.9502470231953326
20	31368038	31368521	1.9135637338661249
20	31368908	31369407	2.466137330726151
20	31372313	31372812	1.43100790849567
20	31374057	31374556	2.2721806945446725
20	31374557	31374683	3.5601666081011394
20	31374785	31375284	1.7464538715001023
20	31375285	31375507	2.7231066102297525
20	31376409	31376908	2.307099938855796
20	31376909	31377068	4.119257742155545
20	31379156	31379655	1.996378169143943
20	31379656	31379764	4.302312077226417
20	31380181	31380680	2.429084759497767
20	31381091	31381590	2.3564773364383393
20	31382964	31383397	1.794804672956734
20	31383398	31383750	1.9054587805697358
20	31384345	31384833	2.3962970694833428
20	31384834	31385333	2.081102020039417
20	31386015	31386514	2.208387585998191
20	31386515	31386699	2.4361650791275546
20	31386799	31387298	1.891804512874456
20	31387708	31388207	1.608367187685895
20	31388208	31388354	1.9614309782221158
20	31388390	31388889	1.8838708266337836
20	31388908	31389407	1.7849229944005813
20	31389940	31390439	1.9949917834378124
20	31392893	31393392	2.12137485597738
20	31393764	31394263	1.8700924437758584
20	31395317	31395816	1.8860709058665197
20	31395817	31396316	3.9145982707390847
20	31413480	31413979	1.9875430467435642
20	31413980	31414104	0
20	31421272	31421771	1.9824186594142734
20	31421772	31421918	2.821607573471932
20	31424189	31424688	1.8562732125805623
20	31424689	31424897	0.621482067665609
20	31427290	31427789	1.7017424486837596
20	31427790	31427912	1.9764211993193541
20	31434173	31434672	2.2779319426636913
20	31434673	31434826	2.004688078405385
20	31436227	31436726	2.2414146163421793
20	31436727	31437226	4.856394036938131
20	31548691	31549190	1.7322804350634902
20	31571330	31571829	2.2533847009081907
20	31571830	31572005	1.976777668628019
20	31572654	31573153	2.1081831865329046
20	31573154	31573241	9.885551830691568
20	31573291	31573790	1.8863760866521895
20	31573791	31573959	4.259683971159937
20	31575215	31575714	2.0888797724586086
20	31577175	31577674	2.4263825368625764
20	31583174	31583673	1.8339780105766401
20	31583674	31583783	2.7466940108257307
20	31583879	31584378	2.242387515140823
20	31585193	31585692	1.9077169085354089
20	31587629	31588128	2.263019676690544
20	31588767	31589266	2.0812392309073156
20	31590142	31590566	2.0864901357587127
20	31590567	31590975	2.364960564488538
20	31591819	31592318	2.225468662392403
20	31596096	31596595	1.3644963801296248
20	31598579	31599078	1.9396777353858516
20	31600358	31600857	2.3430795718370936
20	31600858	31600963	3.569974858737962
20	31601365	31601864	2.1678973555620145
20	31601865	31602012	6.173505880741611
20	31602991	31603490	1.7234942183114161
20	31604597	31605096	1.5934469240429332
20	31605814	31606299	1.4591499929348322
20	31606300	31606747	1.7825924535993463
20	31606748	31607153	2.2830868516369818
20	31607154	31607653	1.5335721851982833
20	31607654	31607806	3.1659672647574375
20	31607883	31608274	1.9339179403615736
20	31608275	31608643	2.121664386455707
20	31608836	31609335	1.853972986951341
20	31609340	31609839	2.1838254771234604
20	31610897	31611396	1.7866825211941155
20	31611397	31611759	0
20	31619203	31619702	1.3481891953767715
20	31620539	31621038	1.982146063495817
20	31621039	31621139	3.9925109856016108
20	31621741	31622240	1.433893116755801
20	31622241	31622332	2.151685768711861
20	31622333	31622802	2.2792690948289653
20	31622803	31623183	2.0946031057854024
20	31623184	31623683	1.8445336791444333
20	31624000	31624499	1.7583758842588582
20	31625117	31625616	1.9600377824389186
20	31625617	31625794	2.939995480942589
20	31626464	31626960	2.206506486356655
20	31626961	31627460	2.2943319535602122
20	31627806	31628305	1.8838839525636726
20	31629525	31630024	1.7682048426068782
20	31630370	31630869	1.884787111569429
20	31630891	31631390	2.0286609925109564
20	31631570	31632069	1.7460243325882303
20	31642886	31643385	2.147795814161319
20	31643386	31643603	1.567214864454595
20	31644097	31644596	2.146528144484483
20	31644597	31644754	1.0820803371195018
20	31646933	31647432	2.5025636131169944
20	31647493	31647992	1.4646814509413724
20	31649323	31649822	2.134417932995779
20	31651170	31651669	2.141340060869282
20	31652012	31652412	2.184203954503525
20	31652413	31652901	1.383116431054322
20	31654379	31654878	1.6583838900836134
20	31656358	31656857	2.1237160778567663
20	31656858	31657029	2.034796560942491
20	31657443	31657942	1.9235952849654552
20	31658808	31659307	1.744820438671686
20	31659659	31660158	1.9084251272046073
20	31660159	31660223	0.9557386693819944
20	31660272	31660771	2.2286015391872884
20	31661131	31661630	1.980370953139915
20	31670493	31670989	1.9820642434812539
20	31670990	31671489	2.1718582804124558
20	31671490	31671930	1.4802730567312703
20	31672447	31672946	1.5906297727232857
20	31673576	31674075	1.7014614116853197
20	31674076	31674220	2.089281925960322
20	31676521	31677020	1.6726367618162865
20	31677021	31677069	4.5533895857083815
20	31677070	31677569	1.9583306085689993
20	31678263	31678762	1.8675741172979652
20	31680013	31680512	1.4856571024243266
